age,gender,weight_kg,height_m,bmi,fat_percentage,experience_level,goal,resting_bpm,avg_bpm,max_bpm,hrv_ms,session_date,hour_of_day,workout_type,session_duration_hours,workout_frequency_days_week,muscles_trained,calories_burned,water_intake_liters,time_in_gym_min,idle_time_min,completion_pct,sleep_hours,cumulative_load_7d_kcal,fatigue_score,recovery_ready,workout_completed,protein_target_g
20,Male,83.1,1.77,26.6,20.3,1,Muscle Gain,60,151,175,82.4,2024-05-19,11,Cardio,1.2,6,"Core, Full Body",727,2.0,87,24,89.1,8.1,716,34.2,1,1,23
44,Male,63.3,1.86,18.2,15.8,1,Weight Loss,75,126,155,88.7,2024-07-30,6,HIIT,0.92,6,Legs,579,1.8,73,24,74.1,8.2,533,13.2,1,0,19
28,Female,48.6,1.71,16.7,10.3,2,Muscle Gain,59,167,188,31.3,2024-02-14,10,Yoga,0.66,5,Shoulders,96,3.1,43,23,69.7,7.4,63,30.5,1,0,16
53,Male,70.9,1.78,22.3,22.8,1,Weight Loss,64,123,142,34.9,2024-09-11,9,Strength,1.24,5,Back,383,3.6,84,38,72.5,6.7,311,35.8,1,0,34
45,Male,94.1,1.76,30.3,30.5,3,Weight Loss,70,168,175,23.9,2024-05-01,19,Cardio,0.99,3,"Full Body, Back, Core",663,2.4,74,28,100.0,7.6,265,42.8,1,1,22
30,Female,60.6,1.58,24.3,19.9,2,Muscle Gain,70,170,183,37.0,2024-07-09,7,Strength,0.83,5,"Back, Core, Full Body",220,2.7,58,12,100.0,6.3,157,31.1,1,1,35
47,Female,76.4,1.66,27.6,27.7,2,Endurance,73,156,168,77.1,2024-08-19,18,Strength,0.94,3,"Core, Shoulders",352,2.8,75,20,98.1,6.7,137,21.1,1,1,39
35,Female,67.4,1.69,23.7,20.3,2,General Fitness,67,160,177,66.2,2024-06-03,19,Cardio,1.04,4,"Chest, Core, Full Body",554,3.9,70,25,92.8,6.3,342,40.5,1,1,25
43,Female,45.0,1.63,16.9,14.0,1,General Fitness,60,124,140,49.1,2024-04-20,19,Strength,1.57,4,"Back, Core",335,1.1,103,32,81.8,7.9,163,29.7,1,1,25
39,Male,55.9,1.7,19.3,15.9,1,Weight Loss,61,137,150,59.8,2024-09-25,20,HIIT,0.51,3,Arms,248,3.1,35,16,77.0,7.8,102,21.7,1,0,15
26,Male,75.2,1.83,22.5,16.8,1,Weight Loss,65,136,170,88.1,2024-06-03,6,CrossFit,0.82,3,Back,512,2.8,60,29,85.6,7.0,198,16.7,1,1,32
28,Male,78.1,1.77,24.8,20.0,2,Muscle Gain,67,145,182,93.2,2024-03-30,11,Cardio,1.24,5,"Arms, Legs",735,2.2,69,19,93.5,8.7,546,13.2,1,1,25
45,Female,86.0,1.62,32.6,33.3,1,Muscle Gain,63,136,153,65.2,2024-02-27,11,HIIT,0.83,5,"Core, Full Body, Legs",669,2.8,59,16,91.7,7.4,506,33.2,1,1,30
31,Female,85.2,1.65,31.1,28.3,1,Muscle Gain,65,127,147,20.0,2024-07-10,6,Strength,1.05,4,"Shoulders, Legs",476,3.1,79,22,81.8,7.4,227,38.9,1,1,36
30,Male,88.6,1.74,29.4,26.0,3,Muscle Gain,49,179,190,55.9,2024-01-20,19,CrossFit,1.15,4,"Legs, Back",1023,3.0,72,24,100.0,7.2,620,42.7,1,1,39
25,Male,94.8,1.77,30.4,26.0,1,Weight Loss,71,163,191,78.7,2024-04-13,18,Strength,1.49,6,"Legs, Core",713,4.2,91,32,87.0,5.7,476,30.3,1,1,37
39,Female,65.3,1.54,27.5,25.8,3,Muscle Gain,66,150,180,54.5,2024-02-17,17,Strength,1.4,3,"Full Body, Arms, Shoulders",484,2.6,100,35,100.0,6.1,276,38.6,1,1,33
55,Male,53.4,1.89,15.0,14.4,3,Muscle Gain,75,144,149,64.5,2024-08-15,12,Strength,1.38,4,"Chest, Full Body, Arms",322,2.5,99,39,100.0,6.9,170,18.8,1,1,27
24,Female,57.4,1.7,19.8,13.1,1,Muscle Gain,65,146,169,67.1,2024-09-16,20,Cardio,0.84,4,"Full Body, Legs, Arms",351,2.4,54,21,59.9,7.0,232,33.5,1,0,21
35,Female,45.0,1.73,15.1,10.0,1,Endurance,47,148,157,35.3,2024-01-13,9,HIIT,0.99,6,"Arms, Full Body, Legs",392,2.9,78,27,88.7,7.6,346,39.2,1,1,7
49,Female,84.3,1.72,28.4,29.2,1,Weight Loss,61,135,169,42.3,2024-09-04,10,CrossFit,1.52,3,"Core, Chest",1000,2.5,103,36,86.3,6.3,444,51.4,0,1,39
34,Female,84.1,1.6,32.8,31.0,2,Weight Loss,63,140,163,48.6,2024-09-13,21,Yoga,0.89,6,"Chest, Legs",215,2.5,69,25,95.5,7.1,152,33.4,1,1,29
39,Female,52.8,1.58,21.1,18.1,2,Muscle Gain,72,146,159,76.3,2024-03-19,6,Cardio,0.85,3,"Core, Legs",334,2.5,57,20,94.4,7.1,161,29.6,1,1,21
24,Male,86.4,1.62,33.1,29.0,3,Weight Loss,45,157,175,34.7,2024-04-07,19,HIIT,0.76,3,"Legs, Core",567,2.4,63,19,100.0,7.1,245,38.1,1,1,22
39,Female,66.1,1.69,23.2,20.6,3,Weight Loss,65,171,181,59.1,2024-06-23,18,HIIT,0.64,3,"Core, Legs, Back",460,2.0,47,10,100.0,7.0,211,25.8,1,1,18
33,Female,53.5,1.67,19.1,14.3,2,Weight Loss,70,140,164,61.1,2024-09-04,20,Yoga,0.87,4,Arms,145,2.8,61,22,99.2,5.6,82,27.0,1,1,14
44,Male,72.1,1.77,23.0,21.5,1,Muscle Gain,58,119,147,91.7,2024-09-25,7,HIIT,0.53,4,Chest,399,2.3,44,13,91.8,4.7,232,36.2,1,1,25
46,Male,73.4,1.72,24.9,24.3,1,Endurance,65,144,154,59.2,2024-06-07,21,HIIT,0.91,4,"Shoulders, Core, Legs",673,3.0,63,25,80.0,6.1,333,30.5,1,1,27
60,Male,81.8,1.83,24.5,27.0,3,Weight Loss,58,149,160,20.0,2024-06-16,6,HIIT,0.74,3,"Back, Core, Chest",517,2.6,47,17,100.0,6.5,216,39.7,1,1,22
40,Male,72.4,1.75,23.5,21.2,1,Weight Loss,57,146,178,72.9,2024-03-14,10,HIIT,0.81,4,"Shoulders, Legs, Core",529,2.2,59,21,82.4,5.8,283,33.0,1,1,30
38,Female,67.7,1.7,23.5,20.7,1,Muscle Gain,60,137,149,100.0,2024-02-20,7,Strength,1.41,5,"Shoulders, Full Body",460,3.8,93,37,76.8,6.9,294,16.5,1,0,38
36,Female,82.2,1.66,29.9,28.0,2,Endurance,57,151,171,69.2,2024-09-21,6,Strength,1.4,5,"Chest, Arms, Core",568,2.4,90,24,100.0,8.1,414,31.7,1,1,36
31,Male,85.4,1.68,30.3,27.3,2,Muscle Gain,71,155,188,39.2,2024-12-12,21,HIIT,0.7,5,Legs,496,3.0,58,29,74.8,7.7,374,31.0,1,0,28
38,Male,80.5,1.72,27.2,25.2,3,Weight Loss,57,135,164,28.4,2024-03-08,18,CrossFit,1.08,6,"Core, Back, Arms",713,1.9,87,20,100.0,7.5,634,52.6,0,1,27
32,Female,73.7,1.69,25.8,22.1,2,Muscle Gain,55,151,168,35.9,2024-04-15,17,Cardio,1.29,4,"Full Body, Shoulders, Legs",734,0.9,83,36,94.3,8.0,413,38.0,1,1,21
36,Male,75.1,1.68,26.6,24.0,1,Weight Loss,82,132,158,100.0,2024-01-19,7,CrossFit,1.45,2,"Legs, Back, Arms",950,2.0,98,35,77.9,6.1,288,15.7,1,0,28
48,Male,76.9,1.79,23.9,23.5,3,Endurance,74,143,172,43.5,2024-08-23,17,Strength,1.2,3,Legs,471,0.8,80,25,100.0,6.5,209,40.0,1,1,30
24,Female,66.2,1.63,24.8,19.1,1,Endurance,46,158,178,46.7,2024-07-17,10,Cardio,1.56,3,Shoulders,770,2.3,115,33,95.8,7.6,335,33.6,1,1,24
46,Male,85.0,1.68,30.3,30.7,1,Endurance,57,124,138,56.8,2024-12-31,9,Cardio,1.14,4,Core,777,3.7,81,25,81.9,6.5,455,40.1,1,1,30
48,Male,81.9,1.78,25.9,25.9,2,Muscle Gain,67,154,172,48.7,2024-09-24,18,CrossFit,0.91,6,"Core, Arms",621,1.8,69,23,100.0,6.6,627,45.9,1,1,39
33,Male,107.6,1.74,35.5,34.0,1,General Fitness,68,134,155,91.4,2024-02-29,19,Strength,1.2,5,Core,717,0.8,88,32,90.8,8.9,420,13.5,1,1,43
18,Male,67.1,1.92,18.2,9.8,2,General Fitness,50,147,162,34.7,2024-01-03,17,Cardio,1.23,3,"Core, Chest",528,3.7,84,37,82.3,7.1,215,30.8,1,1,24
28,Female,56.3,1.73,18.8,12.8,1,Weight Loss,76,153,176,83.6,2024-06-08,17,Strength,1.18,4,Legs,350,2.1,80,28,73.6,8.8,210,14.5,1,0,21
47,Male,58.4,1.72,19.8,18.4,2,Weight Loss,73,150,159,57.4,2024-01-23,18,Cardio,1.58,4,Core,719,2.5,112,41,93.0,5.2,313,46.6,1,1,13
34,Male,87.6,1.82,26.5,23.4,2,Endurance,69,150,164,79.1,2024-12-17,7,CrossFit,1.44,6,"Shoulders, Legs",1014,3.1,100,37,81.6,6.4,1049,65.7,0,1,36
25,Female,58.5,1.7,20.2,13.8,3,Endurance,78,182,195,81.7,2024-10-31,19,Cardio,0.77,2,"Legs, Arms",328,2.9,52,17,80.4,7.4,97,15.5,1,1,23
29,Female,70.8,1.57,28.8,25.0,3,Muscle Gain,69,144,149,51.7,2024-02-14,19,Yoga,0.78,4,"Shoulders, Chest",172,3.1,53,18,99.1,7.1,112,24.2,1,1,20
43,Male,76.4,1.68,27.2,26.3,1,General Fitness,69,149,176,53.7,2024-06-19,18,CrossFit,0.38,6,"Chest, Core",265,3.2,31,10,100.0,4.9,265,40.0,1,1,27
40,Male,86.2,1.78,27.2,25.6,2,Weight Loss,80,140,143,56.3,2024-08-27,8,Strength,1.85,6,"Arms, Full Body, Chest",686,1.1,127,48,87.5,6.8,624,48.7,1,1,33
32,Female,70.5,1.68,25.0,21.2,2,Muscle Gain,76,167,173,53.1,2024-01-24,17,Yoga,0.83,3,"Back, Arms",184,1.4,67,19,98.9,9.5,52,12.0,1,1,18
31,Male,73.1,1.75,23.9,19.6,1,Weight Loss,56,136,152,26.9,2024-02-22,7,Strength,1.14,2,Full Body,401,3.4,89,29,89.3,7.2,117,33.4,1,1,25
31,Male,103.5,1.81,31.6,28.8,3,Weight Loss,71,174,189,81.0,2024-09-23,19,Strength,1.18,4,"Shoulders, Arms, Legs",666,1.9,77,29,100.0,7.6,393,23.1,1,1,52
25,Female,56.9,1.61,21.9,15.8,2,Weight Loss,58,160,190,59.9,2024-12-03,10,HIIT,0.31,5,"Chest, Back",136,2.0,29,5,98.7,6.4,81,31.1,1,1,25
51,Female,63.1,1.62,24.0,24.3,1,Muscle Gain,70,123,143,36.7,2024-06-08,10,HIIT,1.14,3,Back,774,1.5,76,27,92.1,7.2,243,33.7,1,1,11
31,Female,81.5,1.71,28.0,24.5,2,Muscle Gain,69,168,186,20.0,2024-01-12,20,Cardio,1.16,6,"Shoulders, Arms",659,2.2,79,25,94.5,7.0,604,63.9,0,1,16
47,Female,71.0,1.69,24.8,24.4,1,Weight Loss,51,119,143,20.0,2024-10-22,17,Strength,1.59,3,"Back, Legs",629,2.2,110,41,80.6,8.1,219,37.2,1,1,29
50,Female,52.0,1.65,19.1,18.2,2,Endurance,63,129,142,70.4,2024-06-08,19,CrossFit,1.37,4,"Back, Chest, Shoulders",603,1.8,92,39,95.2,8.1,451,26.1,1,1,21
44,Male,71.7,1.84,21.1,19.2,1,Muscle Gain,67,144,165,47.6,2024-11-23,18,HIIT,0.89,5,"Core, Back",536,1.7,70,22,76.0,7.4,398,33.3,1,0,35
30,Female,57.8,1.57,23.5,18.9,3,Weight Loss,60,143,153,40.9,2024-04-17,10,Strength,1.42,3,"Core, Chest",419,2.8,93,36,90.5,7.1,216,33.1,1,1,25
39,Male,73.8,1.74,24.4,22.0,3,Weight Loss,68,144,164,59.8,2024-06-13,7,Cardio,1.36,3,Shoulders,814,1.9,95,34,89.1,5.3,350,44.1,1,1,25
34,Male,73.1,1.76,23.5,19.8,2,Weight Loss,73,152,170,44.7,2024-04-12,19,Strength,1.04,4,"Back, Full Body",333,2.0,70,23,98.1,5.3,212,39.4,1,1,31
25,Female,54.9,1.61,21.2,15.0,2,Endurance,64,168,181,65.9,2024-04-08,19,Cardio,1.44,5,"Full Body, Back, Shoulders",626,0.8,87,30,91.4,7.1,451,38.7,1,1,13
38,Female,51.0,1.69,17.8,13.9,3,Endurance,67,142,163,51.9,2024-05-26,7,Cardio,1.15,3,Back,439,4.1,74,32,100.0,7.9,217,23.9,1,1,23
23,Male,69.6,1.91,19.0,11.9,2,Endurance,78,163,184,53.3,2024-05-21,8,Cardio,1.13,4,"Shoulders, Core, Full Body",617,3.3,78,26,93.7,8.3,245,24.0,1,1,26
46,Female,62.8,1.63,23.6,22.7,1,Weight Loss,69,141,170,28.5,2024-09-29,19,Strength,1.13,4,"Shoulders, Full Body",355,2.1,87,37,67.8,6.1,230,37.3,1,0,30
30,Male,76.3,1.95,20.0,14.7,2,General Fitness,67,166,173,38.6,2024-06-12,21,Yoga,0.88,4,"Chest, Full Body",192,1.8,61,21,89.9,5.5,121,41.6,1,1,36
37,Male,78.9,1.81,24.1,21.2,3,Muscle Gain,55,171,183,62.1,2024-08-13,19,Strength,1.04,6,"Back, Core, Legs",374,2.5,72,18,100.0,7.9,313,24.9,1,1,36
37,Male,101.1,1.79,31.7,30.4,2,Flexibility,71,158,171,41.4,2024-12-09,18,HIIT,0.58,4,Legs,556,2.5,47,16,90.9,6.2,298,49.3,1,1,28
32,Female,51.0,1.66,18.6,13.5,2,Weight Loss,68,157,183,79.1,2024-03-01,20,Strength,1.19,4,"Back, Chest, Core",319,1.5,78,20,100.0,5.4,174,30.8,1,1,37
40,Female,46.1,1.62,17.6,14.1,3,Muscle Gain,77,154,180,96.9,2024-05-19,9,Cardio,0.81,4,"Core, Back, Full Body",295,0.5,56,18,100.0,6.5,176,16.0,1,1,19
30,Male,72.5,1.71,24.8,20.5,3,Muscle Gain,65,145,169,63.1,2024-03-17,6,Strength,1.49,5,"Legs, Full Body, Back",559,2.1,100,33,100.0,6.5,472,45.4,1,1,41
43,Female,79.3,1.76,25.5,24.3,3,Flexibility,46,155,169,79.9,2024-03-21,10,HIIT,0.88,3,Shoulders,675,1.2,61,30,81.1,8.3,266,18.2,1,1,25
21,Male,92.4,1.73,31.0,25.8,1,Endurance,47,162,189,74.4,2024-05-20,21,Cardio,0.83,5,"Arms, Legs, Back",640,2.6,51,26,72.7,7.9,340,28.1,1,0,13
36,Female,55.6,1.55,23.1,19.8,2,Muscle Gain,72,158,165,44.3,2024-02-28,20,Strength,1.86,2,Full Body,440,2.6,118,42,89.1,6.3,173,30.6,1,1,21
54,Male,76.2,1.66,27.7,29.5,2,Weight Loss,59,118,124,59.0,2024-01-08,6,Strength,0.88,4,Legs,272,1.7,66,29,76.8,8.4,171,21.5,1,0,39
24,Male,69.8,1.78,22.0,15.7,3,General Fitness,69,166,175,90.3,2024-11-14,17,Cardio,1.46,4,"Shoulders, Core",869,2.1,101,33,100.0,7.1,467,29.1,1,1,20
28,Female,45.0,1.61,17.4,11.1,2,Weight Loss,66,158,177,44.5,2024-10-13,6,Strength,0.97,3,"Arms, Full Body, Legs",195,3.9,75,19,92.2,8.1,98,15.1,1,1,28
40,Male,86.8,1.79,27.1,25.5,1,Weight Loss,63,142,167,39.2,2024-09-20,19,HIIT,1.11,2,"Core, Back",792,3.1,83,32,74.8,8.3,258,37.6,1,0,32
36,Male,62.3,1.76,20.1,16.2,3,Muscle Gain,64,165,165,27.3,2024-02-22,11,Cardio,0.93,3,"Shoulders, Legs",424,2.1,61,23,100.0,6.7,195,33.9,1,1,21
38,Female,65.1,1.55,27.0,24.9,2,Muscle Gain,56,146,176,50.6,2024-04-15,20,HIIT,0.88,3,Back,448,4.3,59,16,97.7,7.6,178,19.9,1,1,17
39,Female,48.2,1.54,20.3,17.1,1,Weight Loss,64,128,149,39.9,2024-10-04,6,CrossFit,1.36,5,"Chest, Back",540,1.5,88,26,91.5,6.6,424,30.8,1,1,27
41,Male,79.8,1.72,26.9,25.5,2,Endurance,59,158,165,88.5,2024-06-28,19,Cardio,1.32,5,Core,730,1.8,88,35,76.5,7.9,607,31.2,1,0,25
46,Male,61.9,1.91,17.0,14.8,1,Endurance,61,138,158,64.3,2024-10-08,12,Yoga,1.23,2,Back,224,2.4,81,20,81.3,7.1,47,10.7,1,1,18
39,Male,81.8,1.92,22.3,19.5,1,Muscle Gain,61,128,156,79.4,2024-06-12,9,Yoga,1.16,3,"Chest, Arms, Core",291,1.3,79,30,97.7,8.0,129,9.8,1,1,19
32,Male,77.1,1.8,23.8,19.7,1,General Fitness,62,135,159,54.0,2024-05-18,17,CrossFit,1.87,5,Chest,1191,3.9,118,40,89.9,8.5,889,53.3,0,1,32
41,Male,81.2,1.78,25.7,24.1,2,Endurance,74,160,179,32.2,2024-03-13,17,Strength,1.28,3,"Core, Full Body",504,2.6,91,35,82.2,7.5,225,36.2,1,1,35
53,Female,68.5,1.73,23.0,23.6,2,Endurance,63,147,156,28.8,2024-12-26,10,Yoga,1.01,6,Shoulders,212,1.9,66,28,90.6,6.9,183,34.6,1,1,15
33,Female,68.9,1.67,24.8,21.2,2,Muscle Gain,75,150,166,36.8,2024-05-25,18,CrossFit,0.79,3,"Legs, Arms, Core",501,2.9,52,14,88.6,6.9,253,29.8,1,1,28
25,Male,70.1,1.72,23.6,17.9,2,Muscle Gain,80,144,156,62.0,2024-10-20,18,Cardio,1.02,5,Arms,605,2.6,74,20,100.0,4.0,418,49.5,1,1,19
46,Male,71.3,1.74,23.5,22.6,3,Weight Loss,73,135,168,60.4,2024-05-05,6,Cardio,1.36,4,Core,715,2.3,95,41,80.3,6.3,408,43.0,1,1,14
33,Male,90.9,1.69,31.9,29.7,1,Flexibility,70,136,161,72.1,2024-03-28,18,CrossFit,1.17,3,Core,1036,1.5,79,27,85.1,7.9,465,32.4,1,1,38
18,Male,101.5,1.81,31.0,25.1,1,General Fitness,68,157,199,30.2,2024-02-06,18,HIIT,0.97,3,Chest,948,1.4,73,27,83.6,8.0,395,49.2,1,1,32
43,Female,66.4,1.65,24.2,22.7,3,Weight Loss,73,155,171,50.0,2024-06-08,6,Cardio,0.96,4,"Chest, Shoulders, Core",431,4.2,72,30,90.3,6.3,195,30.5,1,1,19
29,Male,92.3,1.69,32.5,29.5,1,Flexibility,65,148,162,39.5,2024-11-09,18,Yoga,0.89,3,"Chest, Arms",222,1.4,73,21,83.4,7.2,98,22.5,1,1,21
34,Male,91.1,1.75,29.8,27.4,3,Muscle Gain,74,168,186,58.0,2024-06-22,19,Cardio,1.24,4,"Shoulders, Core",809,3.9,88,35,100.0,6.8,478,41.4,1,1,30
38,Female,49.7,1.68,17.7,13.8,3,Weight Loss,71,138,169,59.6,2024-10-03,19,Strength,0.85,3,Back,236,1.8,70,28,85.8,7.7,96,20.5,1,1,30
36,Male,52.8,1.72,17.9,13.6,2,General Fitness,61,132,149,31.6,2024-08-15,6,Cardio,1.39,4,"Core, Full Body, Chest",528,3.1,94,40,78.5,9.2,296,29.8,1,0,19
42,Female,45.0,1.63,16.9,13.7,3,Weight Loss,73,148,168,69.4,2024-01-26,18,HIIT,0.79,4,"Shoulders, Core",272,2.9,64,30,95.3,7.7,81,11.7,1,1,16
30,Male,96.8,1.73,32.4,29.6,1,Weight Loss,65,132,152,100.0,2024-03-07,19,Yoga,0.95,4,Core,271,3.0,74,26,75.8,6.3,183,2.6,1,0,32
40,Female,74.9,1.68,26.4,24.7,1,General Fitness,63,123,143,76.7,2024-01-15,12,Cardio,1.73,3,"Legs, Arms, Core",818,3.1,113,43,77.3,6.9,398,24.5,1,0,23
32,Female,75.1,1.61,28.9,25.8,2,Muscle Gain,60,155,169,51.7,2024-08-29,18,Yoga,0.82,4,"Back, Shoulders, Chest",169,1.2,56,20,92.0,8.4,77,20.8,1,1,19
42,Female,68.7,1.52,29.7,29.1,2,Muscle Gain,66,154,172,48.7,2024-12-11,9,Cardio,1.4,4,"Core, Arms, Chest",687,2.0,91,33,84.6,5.6,353,45.5,1,1,22
41,Female,45.0,1.63,17.0,13.6,3,Endurance,74,163,179,45.8,2024-01-26,10,HIIT,1.12,6,"Chest, Full Body",459,1.4,79,22,100.0,6.4,479,51.0,0,1,14
25,Male,74.8,1.73,25.0,19.5,1,Weight Loss,73,160,179,44.8,2024-02-24,17,Strength,1.73,5,"Back, Arms",700,2.7,108,37,85.3,7.7,413,39.1,1,1,33
45,Male,85.6,1.77,27.4,27.0,2,Weight Loss,68,148,175,60.0,2024-07-15,7,Cardio,1.61,3,Full Body,1092,1.4,104,27,100.0,8.3,502,36.3,1,1,31
29,Female,66.6,1.75,21.6,16.4,2,General Fitness,70,163,191,32.2,2024-01-28,11,CrossFit,0.95,3,"Full Body, Arms",487,0.9,73,25,82.9,7.6,193,37.3,1,1,26
43,Female,62.3,1.68,22.2,20.3,2,Weight Loss,77,140,153,20.0,2024-02-14,9,Strength,1.06,2,Legs,321,2.3,77,34,82.9,6.4,97,40.0,1,1,31
38,Male,69.4,1.68,24.7,22.2,1,Muscle Gain,63,153,169,64.4,2024-08-06,8,Yoga,1.12,3,"Shoulders, Legs, Back",235,0.7,65,27,83.9,7.5,101,19.1,1,1,16
53,Male,69.3,1.91,19.1,18.9,2,Weight Loss,53,121,134,55.4,2024-07-19,17,Strength,1.74,3,Arms,591,2.7,108,38,80.6,7.4,243,13.8,1,1,28
32,Male,101.7,1.74,33.8,31.7,3,General Fitness,78,152,173,38.6,2024-04-01,19,Strength,0.82,3,"Back, Core",408,1.5,70,23,100.0,7.4,185,28.6,1,1,48
31,Male,91.7,1.77,29.2,26.0,1,General Fitness,59,133,148,34.3,2024-12-26,8,Strength,0.9,3,"Legs, Back",356,1.8,70,22,84.5,6.9,141,31.1,1,1,40
34,Male,83.2,1.85,24.3,20.8,3,Weight Loss,58,176,186,55.8,2024-11-01,18,HIIT,0.8,3,Chest,544,0.7,55,15,85.7,7.1,171,26.3,1,1,27
31,Female,59.8,1.68,21.2,16.4,2,Endurance,47,167,189,35.2,2024-10-30,8,Strength,0.55,3,"Chest, Full Body, Arms",159,3.8,36,17,82.4,6.1,59,29.9,1,1,22
42,Male,81.6,1.69,28.5,27.7,3,General Fitness,70,163,163,47.2,2024-11-18,7,HIIT,0.81,3,"Shoulders, Back, Chest",447,1.3,52,11,100.0,9.5,161,22.1,1,1,24
18,Male,89.9,1.81,27.4,20.8,2,General Fitness,48,161,184,90.3,2024-12-19,20,HIIT,1.0,3,"Chest, Core, Full Body",850,2.2,73,18,96.0,7.2,277,14.1,1,1,17
24,Female,60.8,1.58,24.3,18.5,1,Muscle Gain,57,145,161,73.0,2024-12-24,18,Cardio,0.77,4,"Core, Back",313,1.1,66,28,75.0,7.5,189,25.0,1,0,20
24,Female,76.9,1.77,24.5,18.7,2,Weight Loss,70,175,196,27.6,2024-08-16,7,Cardio,1.24,3,"Legs, Full Body",755,1.8,94,34,93.2,6.8,315,39.1,1,1,18
44,Female,64.5,1.68,22.8,21.3,3,Muscle Gain,72,158,170,24.5,2024-11-11,18,Cardio,1.03,3,"Chest, Full Body",522,3.9,64,23,100.0,7.8,236,33.8,1,1,24
52,Female,62.8,1.67,22.6,22.9,2,Flexibility,58,149,168,58.0,2024-07-01,7,CrossFit,1.69,2,Full Body,862,2.7,110,40,96.1,5.7,266,33.4,1,1,31
33,Male,71.8,1.78,22.7,18.6,3,General Fitness,63,150,177,22.5,2024-06-08,20,Cardio,1.03,4,Full Body,599,1.9,68,34,89.0,5.3,381,53.4,0,1,17
33,Female,74.4,1.69,26.1,22.7,2,Muscle Gain,56,141,165,20.0,2024-06-19,8,Strength,1.66,5,"Legs, Core",654,2.5,110,39,80.6,7.0,496,58.7,0,1,36
35,Male,68.1,1.85,20.0,15.8,1,Weight Loss,59,150,176,70.6,2024-04-11,19,Cardio,1.02,2,"Shoulders, Core",508,2.1,65,24,85.7,9.1,124,8.1,1,1,32
46,Male,74.0,1.78,23.3,22.3,2,Weight Loss,67,130,144,61.4,2024-12-31,8,HIIT,0.88,4,Chest,566,2.4,60,31,74.7,8.2,352,25.1,1,0,22
25,Female,82.8,1.59,32.7,28.8,3,General Fitness,59,183,195,59.0,2024-12-09,18,HIIT,0.56,4,Chest,454,3.1,39,13,99.1,6.2,268,30.4,1,1,30
37,Female,71.1,1.66,25.8,23.3,1,Muscle Gain,62,138,164,65.3,2024-09-30,20,CrossFit,1.16,4,Core,714,2.2,82,37,79.0,7.5,542,35.0,1,0,22
44,Male,80.8,1.75,26.2,25.4,3,Endurance,50,164,176,48.7,2024-02-10,9,CrossFit,0.96,5,"Back, Legs, Core",714,2.7,65,12,100.0,6.4,511,47.5,1,1,38
40,Male,56.4,1.8,17.4,13.9,3,Endurance,76,150,180,36.8,2024-08-26,7,Strength,1.3,5,"Arms, Legs",297,2.7,86,24,100.0,7.4,224,33.0,1,1,26
36,Male,69.5,1.7,24.1,21.0,2,General Fitness,70,157,174,65.3,2024-10-17,18,Cardio,1.07,2,"Chest, Legs, Core",562,2.2,77,24,94.9,7.5,158,20.2,1,1,21
45,Male,87.0,1.75,28.3,28.1,1,Weight Loss,72,136,160,90.6,2024-03-08,7,HIIT,0.85,3,Chest,582,1.9,69,27,76.4,7.9,251,18.9,1,0,30
18,Male,73.9,1.72,25.0,17.9,2,Muscle Gain,77,169,202,45.0,2024-02-17,19,CrossFit,1.64,4,"Shoulders, Full Body",1027,2.1,119,51,79.0,5.4,585,57.0,0,0,32
41,Female,65.5,1.69,22.9,20.7,1,General Fitness,56,133,147,39.6,2024-12-23,18,Cardio,1.36,6,"Full Body, Shoulders",706,3.1,94,30,99.7,5.7,566,49.5,1,1,13
28,Male,80.9,1.63,30.4,26.7,3,Muscle Gain,61,182,192,27.3,2024-08-27,10,Cardio,1.39,5,"Full Body, Shoulders, Core",960,3.1,93,37,97.8,6.9,704,58.7,0,1,33
18,Female,56.5,1.6,22.1,14.5,2,Weight Loss,46,164,192,37.7,2024-02-19,18,CrossFit,1.08,3,"Full Body, Back, Chest",480,1.6,81,40,90.7,6.0,225,38.1,1,1,22
40,Female,85.9,1.64,32.1,31.5,2,Weight Loss,90,146,173,59.1,2024-08-21,8,Cardio,1.14,3,Core,704,2.3,84,37,89.6,5.9,283,38.7,1,1,22
48,Female,99.1,1.67,35.7,37.7,3,Weight Loss,63,161,172,20.0,2024-06-07,20,Cardio,1.13,5,"Chest, Back, Full Body",834,1.9,82,27,99.6,7.3,670,58.8,0,1,30
33,Female,61.7,1.64,22.9,18.9,2,General Fitness,75,146,161,63.8,2024-12-16,10,CrossFit,1.3,4,"Arms, Shoulders",628,3.1,80,32,85.7,6.1,397,43.7,1,1,31
44,Male,81.7,1.69,28.6,28.2,2,Weight Loss,52,134,152,67.9,2024-11-25,19,Yoga,0.88,4,"Core, Shoulders, Back",233,2.1,69,26,80.1,9.3,116,5.7,1,1,28
51,Male,81.5,1.7,28.1,29.3,2,General Fitness,74,129,160,20.0,2024-12-29,8,Strength,1.19,4,"Shoulders, Legs, Arms",482,4.3,83,26,100.0,6.5,236,44.0,1,1,36
48,Female,61.9,1.62,23.6,23.2,2,Weight Loss,83,155,172,35.4,2024-08-26,18,Cardio,0.96,3,Full Body,450,2.7,63,24,90.0,6.7,206,32.0,1,1,26
51,Female,55.0,1.55,23.0,23.1,2,Weight Loss,64,130,150,56.6,2024-08-28,6,Cardio,1.43,5,"Full Body, Core, Back",619,3.4,92,30,100.0,7.3,403,34.6,1,1,21
